ISBN,End Date,Title,Author,Interval,Volume,Value,ASP,RRP,Binding,Imprint,Publisher Group,Product Class,Product Category,Publication Date,Country of Publication
9780241003008,2015-08-01,"Very Hungry Caterpillar,The","Carle, Eric",201531,1342.0,6253.99,4.6602,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-08-01,"Very Hungry Caterpillar,The","Carle, Eric",201531,0.0,6253.99,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2015-08-08,"Alchemist,The","Coelho, Paulo",201532,430.0,3369.95,7.8371,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2015-08-08,"Very Hungry Caterpillar,The","Carle, Eric",201532,1408.0,6221.2,4.4185,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-08-08,"Very Hungry Caterpillar,The","Carle, Eric",201532,0.0,6221.2,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780140500875,2015-08-15,"Very Hungry Caterpillar,The","Carle, Eric",201533,0.0,6149.08,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2015-08-15,"Very Hungry Caterpillar,The","Carle, Eric",201533,1342.0,6149.08,4.582,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2015-08-15,"Alchemist,The","Coelho, Paulo",201533,434.0,3480.64,8.0199,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780722532935,2015-08-22,"Alchemist,The","Coelho, Paulo",201534,403.0,3179.92,7.8906,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2015-08-22,"Very Hungry Caterpillar,The","Carle, Eric",201534,1425.0,6532.05,4.5839,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-08-22,"Very Hungry Caterpillar,The","Carle, Eric",201534,0.0,6532.05,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2015-08-29,"Very Hungry Caterpillar,The","Carle, Eric",201535,1437.0,6632.21,4.6153,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-08-29,"Very Hungry Caterpillar,The","Carle, Eric",201535,0.0,6632.21,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2015-08-29,"Alchemist,The","Coelho, Paulo",201535,447.0,3540.9,7.9215,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2015-09-05,"Very Hungry Caterpillar,The","Carle, Eric",201536,0.0,6629.93,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2015-09-05,"Alchemist,The","Coelho, Paulo",201536,409.0,3205.22,7.8367,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2015-09-05,"Very Hungry Caterpillar,The","Carle, Eric",201536,1376.0,6629.93,4.8183,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-09-12,"Very Hungry Caterpillar,The","Carle, Eric",201537,0.0,6027.9,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2015-09-12,"Alchemist,The","Coelho, Paulo",201537,459.0,3606.7,7.8577,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2015-09-12,"Very Hungry Caterpillar,The","Carle, Eric",201537,1369.0,6027.9,4.4031,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780241003008,2015-09-19,"Very Hungry Caterpillar,The","Carle, Eric",201538,1328.0,5771.52,4.346,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2015-09-19,"Alchemist,The","Coelho, Paulo",201538,344.0,2709.51,7.8765,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2015-09-19,"Very Hungry Caterpillar,The","Carle, Eric",201538,0.0,5771.52,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780140500875,2015-09-26,"Very Hungry Caterpillar,The","Carle, Eric",201539,0.0,6253.75,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2015-09-26,"Alchemist,The","Coelho, Paulo",201539,381.0,3025.44,7.9408,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2015-09-26,"Very Hungry Caterpillar,The","Carle, Eric",201539,1424.0,6253.75,4.3917,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-10-03,"Very Hungry Caterpillar,The","Carle, Eric",201540,0.0,6892.74,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2015-10-03,"Very Hungry Caterpillar,The","Carle, Eric",201540,1585.0,6892.74,4.3487,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2015-10-03,"Alchemist,The","Coelho, Paulo",201540,408.0,3235.8,7.9309,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2015-10-10,"Very Hungry Caterpillar,The","Carle, Eric",201541,1520.0,6642.3,4.3699,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-10-10,"Very Hungry Caterpillar,The","Carle, Eric",201541,0.0,6642.3,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2015-10-10,"Alchemist,The","Coelho, Paulo",201541,355.0,2869.14,8.0821,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2015-10-17,"Very Hungry Caterpillar,The","Carle, Eric",201542,1388.0,6080.06,4.3804,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-10-17,"Very Hungry Caterpillar,The","Carle, Eric",201542,0.0,6080.06,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2015-10-17,"Alchemist,The","Coelho, Paulo",201542,310.0,2555.99,8.2451,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780722532935,2015-10-24,"Alchemist,The","Coelho, Paulo",201543,411.0,3110.44,7.568,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2015-10-24,"Very Hungry Caterpillar,The","Carle, Eric",201543,0.0,5990.74,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2015-10-24,"Very Hungry Caterpillar,The","Carle, Eric",201543,1363.0,5990.74,4.3953,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780241003008,2015-10-31,"Very Hungry Caterpillar,The","Carle, Eric",201544,1664.0,7137.49,4.2894,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-10-31,"Very Hungry Caterpillar,The","Carle, Eric",201544,0.0,7137.49,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2015-10-31,"Alchemist,The","Coelho, Paulo",201544,411.0,3190.39,7.7625,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2015-11-07,"Very Hungry Caterpillar,The","Carle, Eric",201545,0.0,7767.28,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2015-11-07,"Alchemist,The","Coelho, Paulo",201545,397.0,3135.97,7.8992,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2015-11-07,"Very Hungry Caterpillar,The","Carle, Eric",201545,1410.0,7767.28,5.5087,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2015-11-14,"Alchemist,The","Coelho, Paulo",201546,377.0,2957.83,7.8457,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2015-11-14,"Very Hungry Caterpillar,The","Carle, Eric",201546,1431.0,7902.54,5.5224,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-11-14,"Very Hungry Caterpillar,The","Carle, Eric",201546,0.0,7902.54,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2015-11-21,"Alchemist,The","Coelho, Paulo",201547,423.0,3254.89,7.6948,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2015-11-21,"Very Hungry Caterpillar,The","Carle, Eric",201547,1530.0,8179.37,5.346,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-11-21,"Very Hungry Caterpillar,The","Carle, Eric",201547,0.0,8179.37,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2015-11-28,"Very Hungry Caterpillar,The","Carle, Eric",201548,2467.0,10235.84,4.1491,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-11-28,"Very Hungry Caterpillar,The","Carle, Eric",201548,0.0,10235.84,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2015-11-28,"Alchemist,The","Coelho, Paulo",201548,477.0,3713.42,7.7849,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2015-12-05,"Very Hungry Caterpillar,The","Carle, Eric",201549,0.0,13086.06,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2015-12-05,"Very Hungry Caterpillar,The","Carle, Eric",201549,3304.0,13086.06,3.9607,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2015-12-05,"Alchemist,The","Coelho, Paulo",201549,548.0,4077.86,7.4414,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780722532935,2015-12-12,"Alchemist,The","Coelho, Paulo",201550,799.0,6148.58,7.6953,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2015-12-12,"Very Hungry Caterpillar,The","Carle, Eric",201550,0.0,15572.37,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2015-12-12,"Very Hungry Caterpillar,The","Carle, Eric",201550,3806.0,15572.37,4.0915,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2015-12-19,"Very Hungry Caterpillar,The","Carle, Eric",201551,0.0,11604.57,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2015-12-19,"Very Hungry Caterpillar,The","Carle, Eric",201551,2501.0,11604.57,4.64,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2015-12-19,"Alchemist,The","Coelho, Paulo",201551,1245.0,9736.2,7.8202,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2015-12-26,"Very Hungry Caterpillar,The","Carle, Eric",201552,0.0,5858.61,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2015-12-26,"Very Hungry Caterpillar,The","Carle, Eric",201552,995.0,5858.61,5.8881,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2015-12-26,"Alchemist,The","Coelho, Paulo",201552,1132.0,9360.17,8.2687,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2016-01-02,"Very Hungry Caterpillar,The","Carle, Eric",201601,298.0,1717.75,5.7643,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2016-01-02,"Alchemist,The","Coelho, Paulo",201601,482.0,3759.19,7.7991,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2016-01-02,"Very Hungry Caterpillar,The","Carle, Eric",201601,0.0,1717.75,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2016-01-09,"Very Hungry Caterpillar,The","Carle, Eric",201602,326.0,1880.04,5.767,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2016-01-09,"Very Hungry Caterpillar,The","Carle, Eric",201602,0.0,1880.04,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2016-01-09,"Alchemist,The","Coelho, Paulo",201602,565.0,4128.95,7.3079,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780722532935,2016-01-16,"Alchemist,The","Coelho, Paulo",201603,429.0,3305.59,7.7053,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2016-01-16,"Very Hungry Caterpillar,The","Carle, Eric",201603,0.0,1212.73,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2016-01-16,"Very Hungry Caterpillar,The","Carle, Eric",201603,213.0,1212.73,5.6936,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2016-01-23,"Alchemist,The","Coelho, Paulo",201604,426.0,3313.86,7.779,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2016-01-23,"Very Hungry Caterpillar,The","Carle, Eric",201604,238.0,1454.53,6.1115,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2016-01-23,"Very Hungry Caterpillar,The","Carle, Eric",201604,0.0,1454.53,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2016-01-30,"Very Hungry Caterpillar,The","Carle, Eric",201605,213.0,1304.48,6.1243,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2016-01-30,"Very Hungry Caterpillar,The","Carle, Eric",201605,0.0,1304.48,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2016-01-30,"Alchemist,The","Coelho, Paulo",201605,448.0,3384.79,7.5553,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2016-02-06,"Very Hungry Caterpillar,The","Carle, Eric",201606,397.0,2124.18,5.3506,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2016-02-06,"Very Hungry Caterpillar,The","Carle, Eric",201606,0.0,2124.18,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2016-02-06,"Alchemist,The","Coelho, Paulo",201606,456.0,3488.74,7.6507,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780722532935,2016-02-13,"Alchemist,The","Coelho, Paulo",201607,436.0,3346.77,7.6761,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2016-02-13,"Very Hungry Caterpillar,The","Carle, Eric",201607,0.0,3809.24,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2016-02-13,"Very Hungry Caterpillar,The","Carle, Eric",201607,750.0,3809.24,5.079,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780241003008,2016-02-20,"Very Hungry Caterpillar,The","Carle, Eric",201608,1018.0,4785.2,4.7006,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2016-02-20,"Very Hungry Caterpillar,The","Carle, Eric",201608,0.0,4785.2,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2016-02-20,"Alchemist,The","Coelho, Paulo",201608,414.0,3236.76,7.8183,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2016-02-27,"Very Hungry Caterpillar,The","Carle, Eric",201609,1238.0,5509.34,4.4502,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2016-02-27,"Alchemist,The","Coelho, Paulo",201609,396.0,2994.44,7.5617,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2016-02-27,"Very Hungry Caterpillar,The","Carle, Eric",201609,0.0,5509.34,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2016-03-05,"Alchemist,The","Coelho, Paulo",201610,558.0,4107.22,7.3606,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2016-03-05,"Very Hungry Caterpillar,The","Carle, Eric",201610,1316.0,5744.66,4.3652,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2016-03-05,"Very Hungry Caterpillar,The","Carle, Eric",201610,0.0,5744.66,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2016-03-12,"Alchemist,The","Coelho, Paulo",201611,493.0,3594.03,7.2901,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2016-03-12,"Very Hungry Caterpillar,The","Carle, Eric",201611,1260.0,5471.38,4.3424,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2016-03-12,"Very Hungry Caterpillar,The","Carle, Eric",201611,0.0,5471.38,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780140500875,2016-03-19,"Very Hungry Caterpillar,The","Carle, Eric",201612,0.0,5444.07,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2016-03-19,"Very Hungry Caterpillar,The","Carle, Eric",201612,1231.0,5444.07,4.4225,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2016-03-19,"Alchemist,The","Coelho, Paulo",201612,451.0,3325.69,7.374,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780722532935,2016-03-26,"Alchemist,The","Coelho, Paulo",201613,459.0,3327.22,7.2488,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2016-03-26,"Very Hungry Caterpillar,The","Carle, Eric",201613,1178.0,5427.55,4.6074,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2016-03-26,"Very Hungry Caterpillar,The","Carle, Eric",201613,0.0,5427.55,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2016-04-02,"Very Hungry Caterpillar,The","Carle, Eric",201614,1110.0,4972.81,4.48,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2016-04-02,"Very Hungry Caterpillar,The","Carle, Eric",201614,0.0,4972.81,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2016-04-02,"Alchemist,The","Coelho, Paulo",201614,475.0,3468.12,7.3013,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2016-04-09,"Very Hungry Caterpillar,The","Carle, Eric",201615,0.0,5632.03,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2016-04-09,"Alchemist,The","Coelho, Paulo",201615,485.0,3510.83,7.2388,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2016-04-09,"Very Hungry Caterpillar,The","Carle, Eric",201615,1260.0,5632.03,4.4699,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2016-04-16,"Very Hungry Caterpillar,The","Carle, Eric",201616,0.0,5345.81,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2016-04-16,"Alchemist,The","Coelho, Paulo",201616,510.0,3681.85,7.2193,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2016-04-16,"Very Hungry Caterpillar,The","Carle, Eric",201616,1213.0,5345.81,4.4071,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2016-04-23,"Alchemist,The","Coelho, Paulo",201617,483.0,3460.55,7.1647,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2016-04-23,"Very Hungry Caterpillar,The","Carle, Eric",201617,1301.0,5494.32,4.2232,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2016-04-23,"Very Hungry Caterpillar,The","Carle, Eric",201617,0.0,5494.32,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780140500875,2016-04-30,"Very Hungry Caterpillar,The","Carle, Eric",201618,0.0,5812.93,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2016-04-30,"Alchemist,The","Coelho, Paulo",201618,504.0,3781.88,7.5037,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2016-04-30,"Very Hungry Caterpillar,The","Carle, Eric",201618,1302.0,5812.93,4.4646,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
