ISBN,End Date,Title,Author,Interval,Volume,Value,ASP,RRP,Binding,Imprint,Publisher Group,Product Class,Product Category,Publication Date,Country of Publication
9780140500875,2018-08-04,"Very Hungry Caterpillar,The","Carle, Eric",201831,0.0,9211.73,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-08-04,"Alchemist,The","Coelho, Paulo",201831,653.0,5458.5,8.3591,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2018-08-11,"Very Hungry Caterpillar,The","Carle, Eric",201832,0.0,9177.81,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-08-11,"Alchemist,The","Coelho, Paulo",201832,627.0,5075.67,8.0952,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-08-11,"Very Hungry Caterpillar,The","Carle, Eric",201832,2055.0,9177.81,4.4661,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-08-18,"Very Hungry Caterpillar,The","Carle, Eric",201833,0.0,9028.68,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-08-18,"Alchemist,The","Coelho, Paulo",201833,670.0,5617.01,8.3836,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-08-18,"Very Hungry Caterpillar,The","Carle, Eric",201833,2003.0,9028.68,4.5076,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-08-25,"Very Hungry Caterpillar,The","Carle, Eric",201834,0.0,8860.04,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-08-25,"Alchemist,The","Coelho, Paulo",201834,534.0,4562.19,8.5434,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-08-25,"Very Hungry Caterpillar,The","Carle, Eric",201834,2076.0,8860.04,4.2678,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2018-09-01,"Alchemist,The","Coelho, Paulo",201835,606.0,5021.72,8.2867,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-09-01,"Very Hungry Caterpillar,The","Carle, Eric",201835,2171.0,9183.32,4.23,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-09-01,"Very Hungry Caterpillar,The","Carle, Eric",201835,0.0,9183.32,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-09-08,"Alchemist,The","Coelho, Paulo",201836,613.0,4933.52,8.0482,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-09-08,"Very Hungry Caterpillar,The","Carle, Eric",201836,2148.0,9225.1,4.2947,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-09-08,"Very Hungry Caterpillar,The","Carle, Eric",201836,0.0,9225.1,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2018-09-15,"Very Hungry Caterpillar,The","Carle, Eric",201837,2402.0,10281.95,4.2806,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-09-15,"Very Hungry Caterpillar,The","Carle, Eric",201837,0.0,10281.95,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-09-15,"Alchemist,The","Coelho, Paulo",201837,723.0,4803.82,6.6443,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-09-22,"Very Hungry Caterpillar,The","Carle, Eric",201838,2081.0,9402.78,4.5184,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-09-22,"Very Hungry Caterpillar,The","Carle, Eric",201838,0.0,9402.78,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-09-22,"Alchemist,The","Coelho, Paulo",201838,690.0,4497.31,6.5178,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-09-29,"Very Hungry Caterpillar,The","Carle, Eric",201839,2088.0,9314.4,4.4609,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-09-29,"Very Hungry Caterpillar,The","Carle, Eric",201839,0.0,9314.4,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-09-29,"Alchemist,The","Coelho, Paulo",201839,649.0,5232.51,8.0624,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780722532935,2018-10-06,"Alchemist,The","Coelho, Paulo",201840,645.0,5251.62,8.142,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2018-10-06,"Very Hungry Caterpillar,The","Carle, Eric",201840,0.0,9299.29,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2018-10-06,"Very Hungry Caterpillar,The","Carle, Eric",201840,2096.0,9299.29,4.4367,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-10-13,"Very Hungry Caterpillar,The","Carle, Eric",201841,0.0,8444.01,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-10-13,"Alchemist,The","Coelho, Paulo",201841,606.0,4934.03,8.142,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-10-13,"Very Hungry Caterpillar,The","Carle, Eric",201841,1881.0,8444.01,4.4891,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2018-10-20,"Alchemist,The","Coelho, Paulo",201842,540.0,4607.82,8.533,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-10-20,"Very Hungry Caterpillar,The","Carle, Eric",201842,2195.0,9578.29,4.3637,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-10-20,"Very Hungry Caterpillar,The","Carle, Eric",201842,0.0,9578.29,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-10-27,"Alchemist,The","Coelho, Paulo",201843,486.0,4199.58,8.6411,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-10-27,"Very Hungry Caterpillar,The","Carle, Eric",201843,2220.0,9870.8,4.4463,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-10-27,"Very Hungry Caterpillar,The","Carle, Eric",201843,0.0,9870.8,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-11-03,"Alchemist,The","Coelho, Paulo",201844,534.0,4505.42,8.4371,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-11-03,"Very Hungry Caterpillar,The","Carle, Eric",201844,2126.0,9552.72,4.4933,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-11-03,"Very Hungry Caterpillar,The","Carle, Eric",201844,0.0,9552.72,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780140500875,2018-11-10,"Very Hungry Caterpillar,The","Carle, Eric",201845,0.0,9851.6,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2018-11-10,"Very Hungry Caterpillar,The","Carle, Eric",201845,2224.0,9851.6,4.4297,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2018-11-10,"Alchemist,The","Coelho, Paulo",201845,578.0,4835.13,8.3653,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780722532935,2018-11-17,"Alchemist,The","Coelho, Paulo",201846,565.0,4711.92,8.3397,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2018-11-17,"Very Hungry Caterpillar,The","Carle, Eric",201846,0.0,11092.75,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2018-11-17,"Very Hungry Caterpillar,The","Carle, Eric",201846,2543.0,11092.75,4.3621,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-11-24,"Very Hungry Caterpillar,The","Carle, Eric",201847,0.0,11805.13,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-11-24,"Alchemist,The","Coelho, Paulo",201847,789.0,5341.33,6.7697,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-11-24,"Very Hungry Caterpillar,The","Carle, Eric",201847,2733.0,11805.13,4.3195,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-12-01,"Very Hungry Caterpillar,The","Carle, Eric",201848,0.0,12837.01,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-12-01,"Alchemist,The","Coelho, Paulo",201848,875.0,5462.48,6.2428,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-12-01,"Very Hungry Caterpillar,The","Carle, Eric",201848,3088.0,12837.01,4.1571,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-12-08,"Very Hungry Caterpillar,The","Carle, Eric",201849,0.0,12114.52,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-12-08,"Alchemist,The","Coelho, Paulo",201849,853.0,6832.18,8.0096,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-12-08,"Very Hungry Caterpillar,The","Carle, Eric",201849,2563.0,12114.52,4.7267,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780241003008,2018-12-15,"Very Hungry Caterpillar,The","Carle, Eric",201850,2100.0,10648.3,5.0706,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2018-12-15,"Alchemist,The","Coelho, Paulo",201850,1209.0,9705.2,8.0275,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2018-12-15,"Very Hungry Caterpillar,The","Carle, Eric",201850,0.0,10648.3,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-12-22,"Alchemist,The","Coelho, Paulo",201851,1698.0,14166.94,8.3433,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2018-12-22,"Very Hungry Caterpillar,The","Carle, Eric",201851,3112.0,15012.28,4.824,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-12-22,"Very Hungry Caterpillar,The","Carle, Eric",201851,0.0,15012.28,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2018-12-29,"Very Hungry Caterpillar,The","Carle, Eric",201852,1066.0,5380.06,5.047,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2018-12-29,"Very Hungry Caterpillar,The","Carle, Eric",201852,0.0,5380.06,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2018-12-29,"Alchemist,The","Coelho, Paulo",201852,835.0,7552.29,9.0447,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-01-05,"Very Hungry Caterpillar,The","Carle, Eric",201901,792.0,3974.64,5.0185,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2019-01-05,"Very Hungry Caterpillar,The","Carle, Eric",201901,0.0,3974.64,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-01-05,"Alchemist,The","Coelho, Paulo",201901,585.0,4869.28,8.3236,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-01-12,"Very Hungry Caterpillar,The","Carle, Eric",201902,816.0,4091.71,5.0144,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2019-01-12,"Very Hungry Caterpillar,The","Carle, Eric",201902,0.0,4091.71,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-01-12,"Alchemist,The","Coelho, Paulo",201902,607.0,5079.29,8.3679,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2019-01-19,"Very Hungry Caterpillar,The","Carle, Eric",201903,0.0,6035.98,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-01-19,"Alchemist,The","Coelho, Paulo",201903,578.0,4868.1,8.4223,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-01-19,"Very Hungry Caterpillar,The","Carle, Eric",201903,1368.0,6035.98,4.4123,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2019-01-26,"Very Hungry Caterpillar,The","Carle, Eric",201904,0.0,7370.15,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-01-26,"Alchemist,The","Coelho, Paulo",201904,495.0,4082.66,8.2478,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-01-26,"Very Hungry Caterpillar,The","Carle, Eric",201904,1751.0,7370.15,4.2091,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2019-02-02,"Alchemist,The","Coelho, Paulo",201905,658.0,5043.34,7.6647,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2019-02-02,"Very Hungry Caterpillar,The","Carle, Eric",201905,0.0,7091.63,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2019-02-02,"Very Hungry Caterpillar,The","Carle, Eric",201905,1663.0,7091.63,4.2644,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2019-02-09,"Alchemist,The","Coelho, Paulo",201906,535.0,4273.93,7.9887,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2019-02-09,"Very Hungry Caterpillar,The","Carle, Eric",201906,0.0,7561.37,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2019-02-09,"Very Hungry Caterpillar,The","Carle, Eric",201906,1721.0,7561.37,4.3936,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2019-02-16,"Very Hungry Caterpillar,The","Carle, Eric",201907,0.0,7636.74,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2019-02-16,"Very Hungry Caterpillar,The","Carle, Eric",201907,1716.0,7636.74,4.4503,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2019-02-16,"Alchemist,The","Coelho, Paulo",201907,518.0,4275.11,8.2531,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-02-23,"Very Hungry Caterpillar,The","Carle, Eric",201908,1772.0,7725.94,4.36,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2019-02-23,"Alchemist,The","Coelho, Paulo",201908,456.0,3866.77,8.4798,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2019-02-23,"Very Hungry Caterpillar,The","Carle, Eric",201908,0.0,7725.94,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780140500875,2019-03-02,"Very Hungry Caterpillar,The","Carle, Eric",201909,0.0,7538.95,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-03-02,"Alchemist,The","Coelho, Paulo",201909,504.0,3904.04,7.7461,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-03-02,"Very Hungry Caterpillar,The","Carle, Eric",201909,1723.0,7538.95,4.3755,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780241003008,2019-03-09,"Very Hungry Caterpillar,The","Carle, Eric",201910,1082.0,5090.47,4.7047,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2019-03-09,"Very Hungry Caterpillar,The","Carle, Eric",201910,0.0,5090.47,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-03-09,"Alchemist,The","Coelho, Paulo",201910,516.0,4259.11,8.2541,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2019-03-16,"Very Hungry Caterpillar,The","Carle, Eric",201911,0.0,3912.54,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-03-16,"Alchemist,The","Coelho, Paulo",201911,476.0,3855.9,8.1006,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-03-16,"Very Hungry Caterpillar,The","Carle, Eric",201911,819.0,3912.54,4.7772,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2019-03-23,"Very Hungry Caterpillar,The","Carle, Eric",201912,0.0,5401.08,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-03-23,"Alchemist,The","Coelho, Paulo",201912,477.0,3953.19,8.2876,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-03-23,"Very Hungry Caterpillar,The","Carle, Eric",201912,1101.0,5401.08,4.9056,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2019-03-30,"Very Hungry Caterpillar,The","Carle, Eric",201913,0.0,5883.51,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-03-30,"Alchemist,The","Coelho, Paulo",201913,452.0,3819.06,8.4492,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-03-30,"Very Hungry Caterpillar,The","Carle, Eric",201913,1341.0,5883.51,4.3874,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780241003008,2019-04-06,"Very Hungry Caterpillar,The","Carle, Eric",201914,1727.0,7603.63,4.4028,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2019-04-06,"Alchemist,The","Coelho, Paulo",201914,589.0,4743.25,8.0531,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780140500875,2019-04-06,"Very Hungry Caterpillar,The","Carle, Eric",201914,0.0,7603.63,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780140500875,2019-04-13,"Very Hungry Caterpillar,The","Carle, Eric",201915,0.0,8068.84,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780241003008,2019-04-13,"Very Hungry Caterpillar,The","Carle, Eric",201915,1962.0,8068.84,4.1126,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780722532935,2019-04-13,"Alchemist,The","Coelho, Paulo",201915,479.0,3986.93,8.3234,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-04-20,"Very Hungry Caterpillar,The","Carle, Eric",201916,1950.0,7690.55,3.9439,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2019-04-20,"Very Hungry Caterpillar,The","Carle, Eric",201916,0.0,7690.55,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-04-20,"Alchemist,The","Coelho, Paulo",201916,418.0,3472.3,8.3069,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-04-27,"Very Hungry Caterpillar,The","Carle, Eric",201917,2017.0,7490.32,3.7136,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2019-04-27,"Very Hungry Caterpillar,The","Carle, Eric",201917,0.0,7490.32,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-04-27,"Alchemist,The","Coelho, Paulo",201917,370.0,3175.28,8.5818,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
9780241003008,2019-05-04,"Very Hungry Caterpillar,The","Carle, Eric",201918,1991.0,8377.49,4.2077,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1994-09-29,United Kingdom
9780140500875,2019-05-04,"Very Hungry Caterpillar,The","Carle, Eric",201918,0.0,8377.49,0.0,4.99,Paperback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational",1974-03-28,United Kingdom
9780722532935,2019-05-04,"Alchemist,The","Coelho, Paulo",201918,465.0,3818.17,8.2111,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F - Adult Fiction,1995-11-13,United Kingdom
